id_szkoly,lp_sio,odl_dop,telefon,fax,www,oddzialy,liczba_uczniow,specjalna,publiczna
17800,3886,1,774126828,774120562,http://www.gmkoscierzyce.wodip.opole.pl/joomla/,9,222,False,True
17808,3895,1,774854397,774854397,http://www.gtkk.prv.pl,14,319,False,True
17804,3891,0,774857110,774857182,http://www.zslisiecice.com.pl,3,57,False,True
17805,3890,1,774852702,774852702,http://www.g1glubczyce.wodip.opole.pl,18,414,False,True
17806,3894,1,774852720,774852720,http://www.soswglubczyce.szkolnastrona.pl,3,33,True,True
17807,3894,1,774852720,774852720,http://www.soswglubczyce.szkolnastrona.pl,3,33,True,True
75797,3893,1,774853826,774853826,http://www.zsbogdanowice.pl,3,49,False,True
17803,3889,0,774860910,774860910,http://www.wodip.opole.pl/~g_branice,9,154,False,True
17802,3888,0,774036950,774036950,http://www.zs_baborow.wodip.opole.pl,8,181,False,True
17867,3964,1,774352247,774352247,http://diec.nysa.pl,,,False,False
17775,3957,1,774482905,774482905,,1,28,False,True
17866,3962,0,774332526,774332526,http://www.zssnysa.neostrada.pl,9,226,False,True
17865,3958,0,774310576,774310658,http://gim2nysa.pl,16,400,False,True
17864,3961,0,774334564,774334564,http://www.gimnazjum1,22,513,False,True
17868,3959,0,774333691,774333691,http://WWW.G3NYSA.WODIP.OPOLE.PL,7,168,False,True
17869,3963,1,774332236,774330858,http://www.szkolanysa.republika.pl,10,98,True,True
17857,3951,0,774391832,774092831,http://www.gimnazjum-nr2.pl,15,362,False,True
17858,3950,0,774391689,774391689,http://www.gim1glucholazypl,11,238,False,True
17859,3952,2,774397507,774397585,http://www.snatorium.superszkolna.pl,0,13,True,True
31288,3953,1,774397526,774397526,http://www.jarnoltowek.szkola.pl,,,False,False
17860,3954,0,774312125,774312125,,4,80,False,True
17862,3955,0,774365233,774361567,,10,252,False,True
17863,3956,0,774311343,774311343,http://zslambinowice.pl,9,229,False,True
17871,3965,1,774315156,774315156,http://www.gim-otmuchow.prv.pl,11,287,False,True
17872,3966,1,774398128,774398128,http://www.zsjarnoltow.prv.pl,5,97,False,True
17875,3970,0,774316303,,http://www.snk24.pl,,,False,False
17876,3971,1,774356066,774356066,,3,76,False,True
17877,3972,0,774318026,774318026,,8,157,False,True
17901,3999,0,774609823,774609823,,6,132,False,True
17902,4000,0,774606222,774606222,http://www.zs.niemodlin.org,10,217,False,True
17903,4001,0,774654375,774654375,http://www.gzs.ozimek.pl,16,330,False,True
17904,4002,0,,,,6,114,False,True
17900,3998,0,774214503,774214503,http://www.republika.pl/z.nawrot,6,88,False,True
17899,3997,0,774215051,774215051,http://www.g_biadacz.wodip.opole.pl,10,135,False,True
17891,3990,0,774640114,774640114,http://zschroscina.eu,5,69,False,True
17892,3988,0,774020435,774020435,http://zs_dabrowa.wodip.opole.pl,6,95,False,True
17893,3989,0,774642119,774642119,http://wwwwodip.opole.pl/~g_zelazna,3,72,False,True
17889,3987,0,774218146,774218146,http://WWW.DEBSKAKUZNIA.PL,8,153,False,True
17890,3986,1,774218004,774218004,,0,22,True,True
17897,3992,1,774695319,774695319,http://www.zskup.szkolnastrona.pl,6,111,False,True
17895,3994,0,,,,3,46,False,True
17894,3993,0,774032820,774032829,http://www.zsdobrzenwielki.pl,9,187,False,True
17896,3991,0,774691178,774691178,http://www.zs-czarnowasy.pl,6,109,False,True
75813,3995,1,774695668,774695668,http://www.autyzmopole.pl,,,False,False
17898,3996,0,774646120,774646120,http://www.pgkomprachcice.pl,12,219,False,True
17905,4003,0,774692038,774692038,,10,202,False,True
17912,4010,0,774212029,774212029,http://g_turawa.wodip.opole.pl,10,182,False,True
17906,4004,0,774643137,774643137,http://www.szkola.zimnice.pl,3,53,False,True
17907,4005,0,774649275,774649275,http://www.pgproszkow.vot.pl,6,142,False,True
17908,4006,0,774648070,774515910,http://www.pomologia.edu.pl,4,92,False,True
17909,4008,1,774645296,774645296,http://pgtarnow.wodip.opole.pl,11,223,False,True
17910,4007,0,774643346,774643346,http://www.gimprzywory.pl,6,111,False,True
17911,4009,0,774600133,774600989,http://www.gzstulowice.szkolnastrona.pl,7,142,False,True
17918,4016,0,774376207,774376207,http://www.zs_lubrza.wodip.opole.pl,5,99,False,True
17914,4012,0,774387800,774387800,http://www.g_biala.wodip.opole.pl,10,201,False,True
17913,4011,2,774376325,774376325,http://www.psplacznik.edupage.org,3,69,False,True
17915,4014,0,774373592,774373592,http://HTTP://WWW.EDUAPPLE.PL/GIMGLOGOWEK,11,305,False,True
17916,4015,0,774376517,774376517,http://zsraclawice.wodip.opole.pl,3,82,False,True
17917,4013,1,774372929,774372929,http://oswglogowek.pl,1,15,True,True
17920,4017,0,774068910,774068910,http://www.g1prudnik.wodip.opole.pl,20,533,False,True
17919,4018,0,774067110,774067112,http://zsprudnik.wodip.opole.pl,7,210,False,True
17921,4019,1,774363530,774363530,,5,43,True,True
17822,3913,0,774874116,,,6,124,False,True
17823,3912,0,774879130,774879130,http://www.zgsp-gosciecin.pl,4,78,False,True
17824,3914,0,774802660,774802660,,6,102,False,True
17825,3915,0,774823151,774823151,http://www.zskomorno.pl,3,98,False,True
17826,3916,0,774823262,774823262,,6,129,False,True
17815,3902,0,774811073,774811073,http://www.szkola-piasty.edu.pl,21,524,False,True
17814,3902,0,774811073,774811073,http://www.szkola-piasty.edu.pl,21,524,False,True
17809,3899,0,774823672,774823672,http://zsm2kkozle.pl,7,119,False,True
17810,3898,0,774812736,774812736,http://www.zsm5kk.szkolnastrona.pl,3,44,False,True
17811,3905,0,774834871,774834871,http://zsmnr4kkozle.pl,3,68,False,True
17812,3900,1,774832132,774832132,http://www.pg3.edu.pl,7,136,False,True
17816,3904,0,774849170,774849508,http://psp10pg7.republika.pl,3,61,False,True
17817,3897,0,774823463,774823463,http://www.gimnazjum.k-k.pl,13,314,False,True
17818,3906,1,,,,4,31,True,True
17820,3909,0,774830512,774830512,http://www.zsd-solarnia.webd.pl,3,55,False,True
17819,3910,0,774872217,774872217,http://gimbie.yoyo.pl,6,137,False,True
17821,3911,0,774871155,774871155,http://www.gimcisek.szkolnastrona.pl,7,138,False,True
17838,3929,0,774072180,774072180,http://glzs.wolczyn.pl,16,365,False,True
17828,3918,2,774135148,774072526,,11,270,False,True
17827,3918,0,774135148,774072526,,11,270,False,True
17831,3922,0,774174390,774174390,http://www.pg2.bogacica.pl,6,126,False,True
17829,3923,0,774181304,774181304,http://pg3.kluczbork.pl,6,121,False,True
17830,3926,0,774181224,774181224,http://sto.kluczbork.pl,,,False,False
17832,3924,0,774131994,774131130,http://pg4.kujakowice.pl,4,80,False,True
17833,3920,1,,,,5,41,True,True
17834,3921,0,,,,12,325,False,True
17835,3925,0,774184908,774184908,http://www.pg5.kluczbork.pl,15,376,False,True
17836,3927,1,774132607,774132758,,6,106,False,True
17837,3928,1,774141712,774141712,http://www.zgsp.lasowicewielkie.pl,5,83,False,True
17878,3974,0,343575536,343575536,http://www.pgdobrodzien.wodip.opole.pl,13,296,False,True
17879,3973,1,343575248,343575248,,1,14,True,True
17772,3976,1,343593323,343502233,http://www.braciaszkolniuszyce.org,,,True,False
17880,3975,0,343594743,343594744,http://www.pggorzow.neostrada.pl,9,206,False,True
17881,3978,0,343582082,343582082,http://www.gim1.olesno.pl,15,365,False,True
17882,3979,0,343583282,343583282,http://www.wodip.opole.pl/`zsd,6,145,False,True
17883,3977,0,343582068,343582068,http://www.zseio.olesno.pl,5,96,False,True
17887,3983,0,343595032,343595032,http://www.gimnazjumrudniki.pl,9,256,False,True
17886,3984,1,343506336,343506336,http://www.edu-res.pl,,,True,False
17884,3980,0,343591032,343591032,http://g_praszka.wodip.opole.pl/,12,316,False,True
17885,3982,0,343599024,343599024,http://www.,6,121,False,True
17888,3985,0,774216339,774216339,http://www.zgszebowice.pl,5,85,False,True
17927,4028,0,774049210,774049210,http://g1strzelceop.wodip.opole.pl/j/,13,295,False,True
17928,4030,2,774617714,774617714,http://gszymiszow.wodip.opole.pl,8,169,False,True
17929,4029,0,774049430,774049431,http://www.gim2so.edu.pl,10,254,False,True
17930,4031,1,774612882,774612882,,,,True,False
17932,4027,0,774612225,774638270,http://lostrzelce.wodip.opole.pl,9,235,False,True
17922,4020,0,774631567,774631567,,7,127,False,True
17925,4025,0,774615371,774615371,http://wodip.opole.pl/~g_lesnica,10,219,False,True
17923,4021,0,774639155,774639155,http://www.g_jemielnica.wodip.opole.pl,8,167,False,True
17924,4022,0,774611053,774611053,http://pgkolonowskie.edupaga.org,6,116,False,True
17933,4032,0,774637723,774637723,,7,158,False,True
17936,4033,0,774636894,774636894,http://www.zsgkielcza.zawadzkie.pl,3,59,False,True
17934,4036,0,774616212,774616212,http://www.gimnazjum.zawadzkie.pl,8,185,False,True
17935,4035,0,774616796,774616796,http://www.zedowice.zaw.net.pl,3,52,False,True
17843,3935,0,774668091,774668091,http://gimstrzeleczki.pl,8,203,False,True
17844,3936,0,774660112,774660112,,8,179,False,True
17841,3934,0,774078085,774078085,http://www.zss1krapkowice.prvp.pl,9,203,False,True
17840,3933,0,774661333,774661333,http://pg2krapkowice.wodip.opole.pl,16,345,False,True
17842,3932,1,774661417,774661417,http://www.tuwim_krapkowice.prv.pl,3,15,True,True
31287,3931,0,774663202,774663202,,3,82,False,True
17839,3930,1,774666294,774666294,http://www.zs.gogolin.com.pl,14,282,False,True
17845,3937,0,774064580,774064599,http://www.pgzdzieszowice.pl,19,417,False,True
17855,3948,0,774196117,774196117,,6,111,False,True
17848,3940,0,774100264,774100264,http://www.g1namyslow.wodip.opole.pl,12,266,False,True
17847,3941,0,774101377,774101377,http://www.g2namyslow.eu,13,296,False,True
17851,3942,1,,,,4,26,True,True
17849,3939,1,774192403,774192403,,5,92,False,True
17850,3943,0,774191692,774191692,http://zposmogorzow.psis.edu.pl,6,79,False,True
17852,3944,0,774127075,774127075,,,,False,False
17856,3949,0,774195192,774195192,http://wilkowszkola.pl,9,172,False,True
17846,3938,0,774194193,774194193,http://www.zgsdomaszowice.wodip.opole.pl,6,102,False,True
17946,4043,0,774231551,774542135,http://pg5opole.wodip.opole.pl,18,525,False,True
17945,4045,0,774027780,774027780,http://www.pg7.opole.pl,20,571,False,True
17947,4046,0,774745172,774745172,http://www.pg8.opole.pl,15,366,False,True
17951,4037,0,774520939,774520939,http://www.zpszozopole.wodip.opole.pl,0,27,True,True
17937,4053,0,774557375,774557375,http://www.gimnazjum.opole.pl,,,False,False
17938,4048,0,774000234,774000234,http://WWW.GIMKATOLICKIE.OPOLE.PL,6,144,False,True
17939,4039,0,774003300,774003301,http://ww.wzdz.opole.pl,2,25,False,True
17940,4049,1,774230440,774230440,http://www.zssopole.pl,8,71,True,True
17943,4052,0,774539530,774537766,http://www.gimnazjum.tak.opole.pl,,,False,False
17948,4042,1,774543509,774543509,http://g4.opole.pl,11,239,False,True
17949,4040,0,774581124,774581125,http://g1opole.wodip.opole.pl/,14,332,False,True
17953,4047,0,774536406,774564995,http://www.lo3.opole.pl,7,197,False,True
75820,4041,0,774542286,774021887,http://www.lo2.opole.pl,6,174,False,True
15082,1103,1,158735121,158735121,http://www.szkolablinow.superszkolna.pl,3,49,False,True
15079,1102,1,158714131,158714131,http://www.szkolastarka.pl,3,51,False,True
15080,1101,1,158714429,158714429,,3,53,False,True
15081,1104,1,158714411,158714411,,5,80,False,True
15069,1094,0,818261538,818256864,http://www.szkolaspoleczna.krasnik.pl,,,False,False
15071,1092,0,,,,14,372,False,True
15072,1091,0,818255482,818254799,http://www.gimn1.krasnik.pl,19,475,False,True
75898,1093,0,818255968,818261828,http://zs3krasnik.pl/,2,29,False,True
15073,1095,0,158613032,158613032,http://mzsannopol.pl,13,240,False,True
15086,1107,0,818225002,818225845,http://zso.urzedow.pl,9,224,False,True
15085,1108,1,818213111,818213500,http://www.zsskorczyce.pl,4,82,False,True
15075,1097,1,,,,6,114,False,True
15076,1098,0,158381350,158381350,http://www.zsksiezomierz.szkolnastrona.pl,3,37,False,True
15077,1099,1,158383103,158383103,http://www.lisnik.superszkolna.pl,3,59,False,True
15070,1090,2,818252882,818252882,http://zs4-krasnik.iphost.pl,5,33,True,True
15078,1100,0,818844405,818844405,http://www.gimnazjumstroza.akcja.pl,12,283,False,True
15083,1106,1,158731829,158731829,http://www.pgtrzydnik.szkolnastrona.pl,8,183,False,True
15084,1105,1,158731424,158732014,http://www.soswolbiecin.pl,3,25,True,True
15074,1096,1,818221002,818221002,,6,157,False,True
15088,1109,2,818212009,818212009,http://zs.wilkolaz.pl,6,161,False,True
15089,1110,0,818215006,818215006,,6,187,False,True
15090,1111,1,,,,3,45,False,True
15119,1142,1,817512174,817512174,http://www.szkola.kalinowka.net,3,40,False,True
15117,1141,1,,,,6,135,False,True
15118,1143,3,817598006,817598025,http://www.wilczopole.w.interia.pl,3,58,False,True
15124,1147,1,815031420,815031420,http://www.radawczyk.pl,9,169,False,True
15130,1155,2,817561310,817563765,http://www.zpociecierzyn.pl,6,117,False,True
15131,1154,2,817566464,817566464,http://www.krasienin.scholaris.pl,4,70,False,True
15129,1153,0,817561594,817402487,http://www.zsniemce.pl,11,267,False,True
15115,1139,2,815018014,815018014,,10,221,False,True
15116,1138,1,815018653,815018653,,6,112,False,True
15138,1162,1,846809253,846809253,http://www.gimtarnawka.edupage.org,3,75,False,True
15135,1159,3,817510858,817510858,http://pliszgim.republika.pl,12,222,False,True
15136,1160,3,817510790,817510790,,3,31,True,True
15122,1145,2,815613501,815613501,http://www.gppiotrkow.edupage.org,6,111,False,True
15112,1135,1,815111433,815111433,http://www.gimborz.szkolnastrona.pl,6,134,False,True
15110,1133,0,815172312,815172312,http://zs2belzyce.pl,6,117,False,True
15111,1132,0,815172825,815172400,http://www.belzyce.edu.pl,12,301,False,True
15113,1136,0,815660278,815660278,,13,307,False,True
15114,1137,0,815660019,815660019,http://kwiateklo.pl,6,125,False,True
15123,1146,0,815022873,815022873,http://www.gi.internetdsl.pl,14,311,False,True
15125,1148,1,815664110,815664110,http://www.gimkrzczonow.pl,6,117,False,True
15126,1149,0,815175732,815175732,http://www.gimnazjumniedrzwica.pl,10,206,False,True
15127,1151,1,815119125,815119125,,4,95,False,True
15128,1150,0,815116570,,,5,93,False,True
15132,1157,1,815666277,815666553,http://www.bystrzycastara.pl,7,168,False,True
15133,1156,3,815628076,815628773,http://www.pszczelawola.edu.pl,6,130,False,True
15134,1158,1,815177240,815177917,,9,159,False,True
15137,1161,0,846806216,846806216,,8,153,False,True
15142,1166,0,817520031,817520031,http://gim1.leczna.pl,18,399,False,True
15143,1167,0,814627003,814628415,http://www.gim2-leczna.pl,12,253,False,True
75901,1168,2,817521603,817521603,,,,False,False
15144,1169,2,817572057,817572057,,6,124,False,True
15145,1170,1,817572052,817572052,,6,160,False,True
15140,1163,0,825677009,825677500,http://www.zs-cycow.pl,12,266,False,True
15139,1164,2,,,,3,43,True,True
15147,1172,1,817578266,817577015,http://gimspiczyn.pl,9,172,False,True
15141,1165,1,817570021,817570021,,9,171,False,True
15146,1171,0,,,,9,212,False,True
15161,1187,1,257975834,257975834,"http://krynka.home.pl,www.krynka.gminalukow.pl",4,89,False,True
15160,1185,1,257989927,257989927,http://golabki.gminalukow.pl,5,88,False,True
15152,1176,2,257982772,257982772,,6,43,True,True
15163,1188,1,257963054,,http://www.strzyzew.gminalukow.pl,5,90,False,True
15159,1189,1,257982802,257982802,,7,166,False,True
15162,1186,1,257981524,257981524,http://www.grezowka.gminalukow.pl,6,112,False,True
15167,1194,1,257961184,257961184,http://www.zs-stanin.pl,7,157,False,True
15165,1192,2,257961812,257961812,http://www.zagozdzie.lua.pl,6,124,False,True
15166,1193,2,257963455,,,3,70,False,True
15168,1191,1,257961381,,http://zs-tuchowicz.pl,3,58,False,True
15178,1204,1,256290962,,,1,11,True,True
15179,1205,1,257542612,257542612,,7,157,False,True
15172,1197,1,257973114,257973114,,3,46,False,True
15169,1195,1,,,,3,43,False,True
15170,1199,1,257974130,257974130,,7,112,False,True
15171,1200,1,257961890,,,3,29,False,True
15173,1198,1,257974348,257974348,http://stararoza.pl,3,39,False,True
15174,1196,0,256405826,256405855,http://www.zojedlanka.stoczeklukowski.pl,3,33,False,True
15148,1173,0,257982568,257982568,http://gim1.lukow.pl,10,242,False,True
15149,1175,0,257982714,257989796,http://www.gim3.llu.pl,13,334,False,True
15150,1174,0,257982765,,,19,562,False,True
15151,1177,0,257981373,257981373,,,,False,False
15158,1182,0,257550913,257550934,,6,106,False,True
15156,1183,2,257551013,257551013,,8,201,False,True
15157,1184,1,257550416,,,6,123,False,True
15153,1178,0,257970162,257970645,http://www.zostoczek.edu.pl,6,117,False,True
15177,1203,0,257554105,257554105,,12,266,False,True
15154,1180,1,257550208,257550208,,3,68,False,True
15155,1179,0,257552864,257552864,,6,158,False,True
15164,1190,0,257554509,257554509,http://zsserokomla.szkolnastrona.pl,6,131,False,True
15175,1202,1,257961007,257961007,http://www.gimdebowica.pl,6,127,False,True
15176,1201,2,257960688,257960688,http://wwwpgtrzebieszow.szkolnastrona.pl,9,176,False,True
15212,1242,0,818810083,818810083,http://www.gzskazimierzdolny.szkolnastrona.pl,7,137,False,True
15213,1243,2,818810014,818810014,,,,True,False
15199,1231,0,818887040,818887040,http://www.pg3.pulawy.pl,8,161,False,True
15200,1232,0,818864037,818864864,http://www.ken.pulawy.pl,21,499,False,True
15197,1229,0,818888010,818888010,http://pg1.pulawy.pl,10,192,False,True
15198,1230,0,818863846,818883134,http://zsonr2.pulawy.pl,17,413,False,True
15201,1239,0,818874415,,http://wwwaigner.ehost.pl,,,False,False
15202,1235,0,818867760,818867760,http://www.zse.pulawy.pl,,,False,False
15207,1226,0,818863714,,,3,27,True,True
15208,1234,0,818868159,,http://www.zsk-pulawy.p9.pl,,,False,False
15211,1241,1,818815302,818815302,http://www.gimnazjumwjanowcu.pl,6,117,False,True
15221,1253,3,818819229,818819229,,3,68,False,True
15222,1251,0,818813291,818813291,http://www.gimgolab.szkolnastrona.pl,5,93,False,True
15203,1227,2,818886030,818886030,,1,7,True,True
15206,1233,2,,,,9,67,True,True
15223,1252,1,818805080,818805080,,6,155,False,True
31187,1238,1,818863626,818879998,,,,False,False
15214,1244,0,818816744,818816744,,11,216,False,True
15219,1250,1,815017562,815017562,,3,44,False,True
15218,1249,1,815037205,815037205,,5,93,False,True
15220,1248,0,815016042,815016042,,8,195,False,True
15210,1240,0,818834159,818834159,http://gimnazjum.gminabaranow.pl/gimnazjum,6,129,False,True
15216,1246,1,818823002,818823002,http://www.zsaklem.pl,,,False,False
15215,1245,0,818811128,,,8,154,False,True
15217,1247,0,818818006,818818006,,5,78,False,True
15224,1254,0,818825440,818822540,,6,97,False,True
15225,1255,0,818809003,818809003,http://www.gimnazjumzyrzyn.pl,8,175,False,True
15261,1291,0,815049303,815049303,http://www.zs-melgiew.pl/gimnazjum,7,138,False,True
15260,1289,0,,,,3,38,False,True
15258,1288,0,816488965,814689315,http://www.zs2.swidnik.pl,21,558,False,True
15256,1286,0,814687700,814687702,http://www.gimnazjum1@swidnik.edu.pl,18,490,False,True
15257,1287,0,817514247,817591520,,2,44,False,True
15259,1290,1,814688945,814688945,http://sosw.marsoft.com.pl,4,33,True,True
15266,1297,0,815859003,815859003,http://www.zpobatory.fm.interia.pl,3,50,False,True
15265,1296,1,815857107,815857107,http://www.gimnazjumtrawniki.pl,10,224,False,True
15262,1292,0,815821770,815821770,,9,226,False,True
15263,1293,1,815810213,815810213,,5,89,False,True
15264,1295,3,,,,4,86,False,True
15254,1284,0,818663150,818663150,,10,176,False,True
15255,1285,2,818667136,818667136,http://www.zso-sobieszyn.pl,5,116,False,True
15252,1283,1,818650624,818650624,,6,108,False,True
15250,1281,0,818653413,818651340,http://www.zso2.ryki.pl,13,276,False,True
15251,1280,0,818651565,818651565,http://www.zso1ryki.home.pl,13,290,False,True
15253,1282,0,818658905,818658905,http://www.zpobobrowniki.edu.pl,3,44,False,True
15247,1275,1,257550834,257964238,http://www.zsgozd.avx.pl,3,53,False,True
15245,1276,0,257511756,257511756,http://www.zskloczew.republika.pl,5,130,False,True
15246,1277,1,257543299,257543299,,3,55,False,True
15249,1278,1,817234677,817236277,http://www.zsograbow.szkolnastrona.pl,3,59,False,True
15248,1279,1,818661206,,,5,100,False,True
15241,1272,0,818800093,818800093,,6,118,False,True
15242,1274,2,818830017,818830017,http://soswdeblin.pl,4,30,True,True
15244,1271,0,818830091,818830091,,11,262,False,True
15334,1365,0,833423812,833423812,,,,False,False
15326,1359,0,833416430,,,10,287,False,True
15328,1363,0,833416444,833416444,http://www.gimnazjum6bp.pl,15,415,False,True
15329,1361,0,833416442,833426859,http://www.gim4.bialapodl.pl,16,393,False,True
15330,1362,0,833416706,833426951,,8,230,False,True
15332,1360,0,833416493,833433227,http://www.pg3bp.pl,14,393,False,True
15333,1366,0,833440369,833440369,http://katolickiegimnazjum.pl,,,False,False
15351,1403,1,817441913,817458160,,7,47,True,True
15381,1392,0,,,,6,99,False,True
15354,1396,0,817476016,817477003,http://www.zso4lublin.pl,14,396,False,True
15379,1391,0,817500923,817500923,http://www.zs8.lublin.pl,6,105,False,True
15358,1393,0,817490694,817490695,http://gimnazjum3.lublin.pl,12,312,False,True
15370,1400,1,817471423,817483639,http://sosw.lublin.pl,4,27,True,True
15344,1415,0,817407543,814419936,http://www.paderewski.lublin.pl,,,False,False
15345,1417,0,814440555,814440100,http://www.pklo.lublin.pl,,,False,False
15365,1381,0,815279695,815279695,http://www.gim11.lublin.pl,22,510,False,True
15346,1419,0,814413436,814413436,http://www.szkolyandersena.lublin.pl,,,False,False
15357,1389,0,817473966,817473966,http://www.gimnazjum2.lublin.pl,10,202,False,True
15348,1412,0,815338205,815332028,http://www.batory.plo.lublin.pl,,,False,False
15369,1386,0,817462849,817462849,http://www.gim17.republika.pl,5,96,False,True
15349,1409,0,817437737,817437737,http://www.sobieski.lublin.pl,,,False,False
15350,1404,1,817410661,817410661,http://www.dsk.lublin.pl/szkola,0,54,True,True
15352,1388,0,817478943,817478943,http://www.gim19.lublin.pl,16,408,False,True
15353,1387,0,815335420,815335966,http://www.gim18.lublin.pl,21,604,False,True
15355,1398,0,815276733,815276733,http://www.gim8.lublin.pl,5,126,False,True
15356,1379,0,817440607,817440607,http://g1.lublin.eu,14,356,False,True
15359,1397,0,815250008,815250008,http://www.gimnazjum7.lublin.pl,16,440,False,True
15360,1395,0,817417510,814438016,http://www.5gim.lublin.pl,20,495,False,True
15361,1385,0,817415992,814438530,http://www.g16-lublin.eu,30,851,False,True
15362,1382,0,815326512,815326512,http://www.zs11.pl,6,120,False,True
15363,1399,0,815340154,815340154,,20,521,False,True
75913,1399,2,815340154,815340154,,20,521,False,True
15364,1380,0,815245154,815245154,http://www.g10-lublin.eu,28,874,False,True
15366,1401,1,817461407,817461407,http://www.zs4lublin.edupage.org,12,83,True,True
15367,1383,0,814420282,814420283,http://www.14gimnazjum.lublin.pl,11,244,False,True
15368,1384,0,817440800,817454161,http://www.gimnazjum15.lublin.pl,19,429,False,True
15373,1418,0,817416811,817416811,http://www.klonowic.lublin.pl,,,False,False
15375,1378,0,817477952,817477516,http://www.biskupiak.lublin.pl,11,350,False,True
15377,1411,0,815320637,815320637,http://www.ihp-szkola.pl,,,False,False
15378,1413,0,814442322,814442322,,,,False,False
15380,1390,0,815366545,815366545,http://www.zs7.lublin.pl,15,408,False,True
15029,1051,0,846573037,846572603,http://zswerbkowice.eu,9,208,False,True
15028,1050,1,846571213,846571213,http://www.szkolawsahryniu.ehost.pl,3,35,False,True
15030,1052,1,846610426,846610426,http://szkolahoniatycze.neostrada.pl,3,23,False,True
15017,1041,0,846532447,846532447,,6,96,False,True
15019,1039,1,846531661,846531661,,3,43,False,True
15018,1040,1,846614026,,,3,29,False,True
15020,1043,0,846515331,846515331,http://www.zshorodlo,6,106,False,True
15021,1042,0,846516080,846516080,,3,52,False,True
15024,1046,0,846519058,846519058,,7,145,False,True
15025,1047,0,846519815,846519802,,3,56,False,True
15012,1034,1,846962074,846962074,http://www.zsm1.hrubieszow.info,8,180,False,True
15014,1035,0,846972963,846972964,http://www.zsm2.hrubieszów.info,6,140,False,True
15015,1037,0,846963660,846963660,http://www.staszic.pl,12,307,False,True
15016,1033,2,,,,6,38,True,True
15022,1045,1,846918034,,,4,93,False,True
15023,1044,1,846911003,846911003,http://gimkozodawy.hrubieszow.info,5,104,False,True
15026,1048,2,846575229,,http://www.trzeszczany.edu.pl,3,80,False,True
15027,1049,1,846577285,846577285,http://www.gimuchanie.rox.pl,6,105,False,True
14959,977,1,833771062,833771062,,6,110,False,True
14938,957,0,833458349,833458349,http://sworygimnazjum.republika.pl,6,94,False,True
14939,956,1,833457239,833457239,http://www.ciciror.prv.pl,11,265,False,True
14953,971,1,833453014,833453014,http://www.zsrokitno.pl,6,104,False,True
14949,966,1,833730192,833730192,http://www.gm2krzewica.internetdsl.pl,6,123,False,True
14947,967,1,833711793,833711793,http://pg3r.jimdo.com,6,109,False,True
14948,965,1,833713984,833713984,http://gimjelnica.szkolnastrona.pl,6,118,False,True
14940,958,0,833720562,833720562,http://www.gimnazjum.drelow,5,107,False,True
14941,959,2,833711524,833711524,http://www.zsdolha.szkolnastrona.pl,5,85,False,True
14955,973,0,833783315,833783315,,3,82,False,True
14956,974,1,833793323,,http://www.gim.sosnowka.superszkolna.pl,4,71,False,True
14934,950,0,833714337,833714337,http://www.gim1miedzyrzec.internetdsl.pl,7,168,False,True
14935,953,0,833717835,833717835,http://www.sp3miedzyrzec.edupage.org,9,204,False,True
14950,951,0,833712967,833712967,http://zpo2mc.internetdsl.pl,8,206,False,True
14936,954,0,833752170,833752172,http://www.zsp1terespol.edu.pl,8,178,False,True
14943,961,0,833754153,833754153,,6,118,False,True
14942,960,0,833412140,833412141,,6,165,False,True
14958,975,0,833751438,833751438,http://www.malaszewicze.com,3,64,False,True
14957,976,0,833751643,833751643,http://www.kobylany.pl,6,159,False,True
14944,962,0,833415477,833415477,http://www.gimkonstantynow.pl,7,152,False,True
14945,963,0,833450659,833450659,,7,151,False,True
14946,964,0,833417552,833417012,http://szkolalomazy.pl,10,203,False,True
14951,969,0,833777025,833777025,,9,167,False,True
14952,970,0,833778428,833778428,http://www.chotylow.com.pl,5,100,False,True
14954,972,0,833113511,,http://gm-rossosz.webpark.pl,3,77,False,True
14960,978,0,833782006,833782536,,8,171,False,True
14961,979,0,833757529,833757529,,6,168,False,True
15100,1123,1,818552385,818552385,http://www.skrobow.lubartow.pl,6,141,False,True
15101,1122,1,818555020,818555020,http://www.gim-lucka.lubartow.pl,6,124,False,True
15099,1121,2,,,,3,50,False,True
15098,1120,0,818591860,818591860,http://www.gim_kock.webaprk.pl,11,248,False,True
15096,1118,1,818578016,818578016,,3,73,False,True
15103,1124,0,818566039,818566039,,4,102,False,True
15102,1125,0,818568204,818568204,,3,83,False,True
15093,1115,0,818526163,818526163,http://www.gimabramow.pl,7,148,False,True
15094,1117,0,,,,6,137,False,True
15095,1116,2,818575053,818575053,http://www.soswfirlej.edu.pl,4,26,True,True
15097,1119,0,818527009,818528223,http://www.zskamionka.prv.pl,8,186,False,True
15092,1113,0,818553057,818552376,http://www.gm2lubartow.pl.,11,243,False,True
15091,1112,0,818542656,818543282,http://gimnazjum1.internetdsl.pl,18,427,False,True
15104,1126,1,818512529,818512529,http://niedzwiada.pl,11,217,False,True
15105,1128,0,818520349,818520349,http://www.gimostrowlubelski.org.pl,9,182,False,True
15106,1127,0,818520453,818520040,,2,28,True,True
15107,1129,1,818562276,818562276,,6,150,False,True
15108,1130,2,818510004,818510004,http://www.gimnazjumws.pl,8,156,False,True
15109,1131,1,818523014,818523011,http://www.szkolauscimow.edu.pl,3,84,False,True
15232,1264,0,833722150,833722150,,9,186,False,True
